30,10,2.0
40,10,1.93
50,10,1.88
60,10,1.84
70,10,1.8
80,10,1.76
90,10,1.72
100,10,1.7
110,10,1.68
120,10,1.65
130,10,1.63
140,10,1.61
150,10,1.59
160,10,1.57
170,10,1.58
180,10,1.59
190,10,1.61
200,10,1.64
210,10,1.63
220,10,1.65
230,10,1.68
240,10,1.69
250,10,1.7
260,10,1.71
270,10,1.75
280,10,1.78
290,10,1.79
30,20,2.04
40,20,2.0
50,20,1.96
60,20,1.92
70,20,1.88
80,20,1.85
90,20,1.81
100,20,1.77
110,20,1.76
120,20,1.73
130,20,1.71
140,20,1.69
150,20,1.67
160,20,1.68
170,20,1.66
180,20,1.69
190,20,1.71
200,20,1.74
210,20,1.74
220,20,1.75
230,20,1.79
240,20,1.79
250,20,1.81
260,20,1.83
270,20,1.86
280,20,1.88
290,20,1.91
30,30,2.09
40,30,2.04
50,30,2.0
60,30,1.95
70,30,1.92
80,30,1.88
90,30,1.86
100,30,1.82
110,30,1.79
120,30,1.76
130,30,1.75
140,30,1.74
150,30,1.7
160,30,1.7
170,30,1.72
180,30,1.75
190,30,1.77
200,30,1.78
210,30,1.8
220,30,1.81
230,30,1.83
240,30,1.84
250,30,1.86
260,30,1.87
270,30,1.91
280,30,1.93
290,30,1.94
30,40,2.13
40,40,2.07
50,40,2.03
60,40,1.98
70,40,1.96
80,40,1.92
90,40,1.89
100,40,1.85
110,40,1.83
120,40,1.8
130,40,1.79
140,40,1.79
150,40,1.76
160,40,1.75
170,40,1.76
180,40,1.78
190,40,1.81
200,40,1.82
210,40,1.83
220,40,1.85
230,40,1.87
240,40,1.89
250,40,1.9
260,40,1.92
270,40,1.96
280,40,1.98
290,40,1.97
30,50,2.17
40,50,2.11
50,50,2.06
60,50,2.01
70,50,1.99
80,50,1.95
90,50,1.91
100,50,1.87
110,50,1.86
120,50,1.83
130,50,1.83
140,50,1.83
150,50,1.8
160,50,1.79
170,50,1.8
180,50,1.81
190,50,1.84
200,50,1.86
210,50,1.86
220,50,1.89
230,50,1.9
240,50,1.91
250,50,1.93
260,50,1.96
270,50,2.0
280,50,2.01
290,50,2.01
30,60,2.18
40,60,2.12
50,60,2.07
60,60,2.03
70,60,2.01
80,60,1.97
90,60,1.93
100,60,1.9
110,60,1.88
120,60,1.86
130,60,1.85
140,60,1.84
150,60,1.82
160,60,1.82
170,60,1.82
180,60,1.83
190,60,1.85
200,60,1.87
210,60,1.87
220,60,1.89
230,60,1.91
240,60,1.93
250,60,1.95
260,60,1.97
270,60,2.02
280,60,2.06
290,60,2.06
30,70,2.2
40,70,2.14
50,70,2.08
60,70,2.04
70,70,2.02
