30,10,2.02
40,10,1.95
50,10,1.89
60,10,1.86
70,10,1.81
80,10,1.78
90,10,1.74
100,10,1.73
110,10,1.69
120,10,1.67
130,10,1.64
140,10,1.63
150,10,1.62
160,10,1.59
170,10,1.61
180,10,1.62
190,10,1.63
200,10,1.65
210,10,1.65
220,10,1.68
230,10,1.71
240,10,1.71
250,10,1.72
260,10,1.75
270,10,1.77
280,10,1.81
290,10,1.83
30,20,2.07
40,20,2.02
50,20,1.97
60,20,1.95
70,20,1.9
80,20,1.87
90,20,1.83
100,20,1.8
110,20,1.78
120,20,1.75
130,20,1.73
140,20,1.7
150,20,1.7
160,20,1.69
170,20,1.69
180,20,1.71
190,20,1.74
200,20,1.75
210,20,1.76
220,20,1.78
230,20,1.82
240,20,1.81
250,20,1.83
260,20,1.85
270,20,1.88
280,20,1.9
290,20,1.94
30,30,2.11
40,30,2.05
50,30,2.01
60,30,1.97
70,30,1.94
80,30,1.91
90,30,1.87
100,30,1.84
110,30,1.8
120,30,1.78
130,30,1.77
140,30,1.75
150,30,1.73
160,30,1.72
170,30,1.75
180,30,1.76
190,30,1.79
200,30,1.8
210,30,1.82
220,30,1.84
230,30,1.87
240,30,1.85
250,30,1.88
260,30,1.91
270,30,1.93
280,30,1.95
290,30,1.96
30,40,2.14
40,40,2.08
50,40,2.04
60,40,2.0
70,40,1.97
80,40,1.93
90,40,1.9
100,40,1.87
110,40,1.83
120,40,1.82
130,40,1.81
140,40,1.79
150,40,1.77
160,40,1.76
170,40,1.79
180,40,1.8
190,40,1.83
200,40,1.84
210,40,1.84
220,40,1.87
230,40,1.89
240,40,1.89
250,40,1.91
260,40,1.95
270,40,1.98
280,40,2.0
290,40,2.0
30,50,2.18
40,50,2.11
50,50,2.06
60,50,2.04
70,50,2.0
80,50,1.97
90,50,1.93
100,50,1.89
110,50,1.86
120,50,1.85
130,50,1.84
140,50,1.82
150,50,1.81
160,50,1.8
170,50,1.81
180,50,1.83
190,50,1.85
200,50,1.86
210,50,1.88
220,50,1.91
230,50,1.92
240,50,1.92
250,50,1.94
260,50,1.99
270,50,2.01
280,50,2.04
290,50,2.03
30,60,2.19
40,60,2.13
50,60,2.08
60,60,2.05
70,60,2.02
80,60,1.98
90,60,1.94
100,60,1.91
110,60,1.88
120,60,1.87
130,60,1.86
140,60,1.84
150,60,1.83
160,60,1.82
170,60,1.84
180,60,1.83
190,60,1.86
200,60,1.87
210,60,1.89
220,60,1.9
230,60,1.93
240,60,1.94
250,60,1.96
260,60,1.99
270,60,2.03
280,60,2.07
290,60,2.08
30,70,2.21
40,70,2.14
50,70,2.09
60,70,2.06
70,70,2.03
80,70,1.99
90,70,1.96
100,70,1.93
110,70,1.89
120,70,1.88
130,70,1.87
140,70,1.86
150,70,1.85
160,70,1.84
170,70,1.84
180,70,1.85
190,70,1.87
200,70,1.9
210,70,1.91
220,70,1.93
230,70,1.95
240,70,1.96
250,70,1.99
260,70,2.03
270,70,2.05
280,70,2.09
290,70,2.11
30,80,2.22
40,80,2.15
50,80,2.1
60,80,2.07
70,80,2.03
80,80,1.99
90,80,1.95
100,80,1.92
110,80,1.9
120,80,1.89
130,80,1.89
140,80,1.87
150,80,1.86
160,80,1.86
170,80,1.87
180,80,1.87
190,80,1.89
200,80,1.91
210,80,1.92
220,80,1.92
230,80,1.93
240,80,1.97
250,80,2.01
260,80,2.04
270,80,2.08
280,80,2.11
290,80,2.13
30,90,2.21
40,90,2.15
50,90,2.09
60,90,2.05
70,90,2.01
80,90,1.95
90,90,1.92
100,90,1.89
110,90,1.89
120,90,1.89
130,90,1.89
140,90,1.88
150,90,1.87
160,90,1.87
170,90,1.88
180,90,1.88
190,90,1.89
200,90,1.91
210,90,1.91
220,90,1.89
230,90,1.92
240,90,1.97
250,90,2.0
260,90,2.03
270,90,2.08
280,90,2.11
290,90,2.12
30,100,2.2
40,100,2.13
50,100,2.08
60,100,2.04
70,100,2.0
80,100,1.95
90,100,1.93
100,100,1.91
110,100,1.88
120,100,1.88
130,100,1.88
140,100,1.87
150,100,1.86
160,100,1.85
