30,10,2.0
70,10,1.79
110,10,1.68
150,10,1.59
190,10,1.6
230,10,1.66
270,10,1.74
30,50,2.16
70,50,1.97
110,50,1.83
150,50,1.78
190,50,1.82
230,50,1.88
270,50,1.98
30,90,2.2
70,90,1.99
110,90,1.87
150,90,1.86
190,90,1.88
230,90,1.9
270,90,2.05
30,130,2.21
70,130,2.01
110,130,1.92
150,130,1.87
190,130,1.9
230,130,1.95
270,130,2.07
30,170,2.17
70,170,1.98
110,170,1.9
150,170,1.86
190,170,1.9
230,170,1.95
270,170,2.07
30,210,2.18
70,210,1.96
110,210,1.85
150,210,1.84
190,210,1.86
230,210,1.92
270,210,2.09
30,250,2.12
70,250,1.94
110,250,1.82
150,250,1.78
190,250,1.82
230,250,1.93
270,250,2.08
30,290,1.94
70,290,1.82
110,290,1.73
150,290,1.66
190,290,1.74
230,290,1.87
270,290,2.02
