30,10,2.02
40,10,1.96
50,10,1.9
60,10,1.86
70,10,1.82
80,10,1.78
90,10,1.75
100,10,1.73
110,10,1.69
120,10,1.67
130,10,1.65
140,10,1.63
150,10,1.62
160,10,1.6
170,10,1.61
180,10,1.62
190,10,1.63
200,10,1.66
210,10,1.66
220,10,1.68
230,10,1.71
240,10,1.72
250,10,1.73
260,10,1.75
270,10,1.78
280,10,1.8
290,10,1.83
30,20,2.07
40,20,2.03
50,20,1.98
60,20,1.95
70,20,1.91
80,20,1.88
90,20,1.84
100,20,1.81
110,20,1.78
120,20,1.75
130,20,1.74
140,20,1.71
150,20,1.7
160,20,1.7
170,20,1.7
180,20,1.72
190,20,1.75
200,20,1.76
210,20,1.77
220,20,1.79
230,20,1.82
240,20,1.83
250,20,1.83
260,20,1.86
270,20,1.89
280,20,1.9
290,20,1.94
30,30,2.11
40,30,2.07
50,30,2.02
60,30,1.98
70,30,1.95
80,30,1.91
90,30,1.88
100,30,1.85
110,30,1.81
120,30,1.79
130,30,1.78
140,30,1.76
150,30,1.73
160,30,1.73
170,30,1.76
180,30,1.78
190,30,1.79
200,30,1.81
210,30,1.83
220,30,1.85
230,30,1.86
240,30,1.87
250,30,1.89
260,30,1.91
270,30,1.94
280,30,1.96
290,30,1.97
30,40,2.15
40,40,2.1
50,40,2.05
60,40,2.01
70,40,1.98
80,40,1.95
90,40,1.91
100,40,1.87
110,40,1.84
120,40,1.83
130,40,1.82
140,40,1.8
150,40,1.79
160,40,1.78
170,40,1.79
180,40,1.81
190,40,1.83
200,40,1.85
210,40,1.85
220,40,1.88
230,40,1.89
240,40,1.91
250,40,1.91
260,40,1.95
270,40,1.99
280,40,2.0
290,40,2.0
30,50,2.18
40,50,2.13
50,50,2.07
60,50,2.04
70,50,2.02
80,50,1.97
90,50,1.93
100,50,1.9
110,50,1.87
120,50,1.86
130,50,1.86
140,50,1.84
150,50,1.82
160,50,1.81
170,50,1.82
180,50,1.84
190,50,1.85
200,50,1.87
210,50,1.88
220,50,1.91
230,50,1.92
240,50,1.94
250,50,1.95
260,50,1.99
270,50,2.02
280,50,2.04
290,50,2.04
30,60,2.19
40,60,2.14
50,60,2.09
60,60,2.06
70,60,2.03
80,60,1.98
90,60,1.95
100,60,1.91
110,60,1.89
120,60,1.88
130,60,1.87
140,60,1.85
150,60,1.83
160,60,1.83
170,60,1.84
180,60,1.85
190,60,1.86
200,60,1.88
210,60,1.89
220,60,1.91
230,60,1.93
240,60,1.95
250,60,1.97
260,60,2.0
270,60,2.05
280,60,2.08
290,60,2.08
30,70,2.21
40,70,2.15
50,70,2.1
60,70,2.07
70,70,2.05
80,70,1.99
90,70,1.96
100,70,1.93
110,70,1.9
120,70,1.89
130,70,1.89
140,70,1.87
150,70,1.85
160,70,1.85
170,70,1.85
180,70,1.86
190,70,1.87
200,70,1.91
210,70,1.92
220,70,1.94
230,70,1.95
240,70,1.97
250,70,2.0
260,70,2.03
270,70,9999.0
